Sector	Organization Name (CN)	Industry	Rank	Total Amout	Donation Amount (mil ￥)	Donation Month	Donation Date	Sumif(origin=dest)	Donation Origin (Province)	Donation Origin (City)	Donation Destination (Province)	Donation Destination (City)	Name of Recipient	Name of Recipient (CN)	Donation for what program?	Type of Recipient	Donation Cause	Donation Vehicle	Form of Donation	Pledge? (Y/N)	Donation Link	Donation Link 2	Donation Link 3	Other Donation Link(s)
Private	安利（中国）日用品有限公司	Consumer	85	22.51	0.1	11	22	0	Beijing	Beijing	Shanghai	Shanghai	Website of Shanghai Charity Foundation	上海慈善网		Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.scf.org.cn/foundation/donation/list.jhtml			
Private	厦门永同昌集团	Real Estate	86	22	20	5	19	0	Fujian	Xiamen	Yunnan	Kunming		云南省东川区政府	用于教师医生培训以及贫困家庭助医助学费用。	Government	Public Health	Corporation	Cash	N	http://news.hexun.com/2016-05-19/183941988.html			
Private	厦门永同昌集团	Real Estate	86	22	2	8	10	2	Fujian	Xiamen	Fujian	Xiamen		福建省红十字会	作为灾后重建资金	Government Charitable Organization	Disaster Relief	Corporation	Cash	N	http://www.fjredcross.org.cn/Information.asp?id=5930&mid=525&cid=529			
Private	李兆基基金有限公司	Real Estate	86	22	22			22	Beijing	Beijing	Beijing	Beijing		中国教育发展基金会	北京大学	Government Charitable Organization	Education	Corporation	Cash	N	http://www.cedf.org.cn/2016dw/donate.do?method=list&cid=1005646086&year=2016			
Private	北京百度公益基金会	Internet and Communication Technology	88	21.9265	20	10	21	20	Beijing	Beijing	Beijing	Beijing		清华大学	资助清华大学经济管理学院设立“互联网发展与治理研究中心”	University or University Foundation	Education	Corporate Foundation	Cash	N	http://news.tsinghua.edu.cn/publish/thunews/9945/2016/20161026132427478534307/20161026132427478534307_.html	http://tech.huanqiu.com/news/2016-10/9584994.html		
Private	北京百度公益基金会	Internet and Communication Technology	88	21.9265	1.9265			1.9265	Beijing	Beijing	Beijing	Beijing	China Foundation for Poverty Alleviation	中国扶贫基金会		Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.fupin.org.cn/information/institution.aspx?typeid=1	"On page 31 of ""2016年度报告""pdf （download needed)"		
Private	福建金帝集团厦门仁文投资有限公司	Real Estate	89	21	21	3	25	0	Fujian	Xiamen	Shaanxi	Xi'an		西安交通大学教育基金会	支持西安交大教育事业发展及双甲子校庆活动	University or University Foundation	Education	Corporation	Cash	N	http://www.ef.xjtu.edu.cn/info/1002/1526.htm			
Private	大北农公益基金	Agriculture	10	212.6	11			0	Beijing	Beijing	Sichuan	Ya'an		四川农业大学	支持我校科技创新和人才培养。	University or University Foundation	Education	Corporate Foundation	Cash	N	http://news.cau.edu.cn/art/2015/10/16/art_8769_400438.html	http://www.sicau.edu.cn/news/news/2016/0926/27435.html		
Private	大北农公益基金	Agriculture	10	212.6	6			0	Beijing	Beijing	Zhejiang	Hangzhou		浙江大学教育基金会	浙江大学大北农学科发展和人才培养基金	University or University Foundation	Education	Corporate Foundation	Cash	N	http://www.zuef.zju.edu.cn/index.php/webSite/webColumn/index/12.html	浙江大学教育基金会2016年捐赠收入清单		
Private	大北农公益基金	Agriculture	10	212.6	1.6			0	Beijing	Beijing	Zhejiang	Hangzhou		浙江大学教育基金会	浙江大学大北农讲席教授基金	University or University Foundation	Education	Corporate Foundation	Cash	N	http://www.zuef.zju.edu.cn/index.php/webSite/webColumn/index/12.html			
Private	大北农公益基金	Agriculture	10	212.6	1			0	Beijing	Beijing	Zhejiang	Hangzhou		浙江大学教育基金会	浙江大学大北农奖学金	University or University Foundation	Education	Corporate Foundation	Cash	N	http://www.zuef.zju.edu.cn/index.php/webSite/webColumn/index/12.html			
Private	大北农公益基金	Agriculture	10	212.6	1			0	Beijing	Beijing	Zhejiang	Hangzhou		浙江大学教育基金会	浙江大学动物科学学院大北农基金	University or University Foundation	Education	Corporate Foundation	Cash	N	http://www.zuef.zju.edu.cn/index.php/webSite/webColumn/index/12.html			
Private	万丰奥特控股集团有限公司	Manufacturing	90	20	10	9	21	10	Zhejiang	Shaoxing	Zhejiang	Shaoxing		绍兴文理学院	“万丰奥特”教育基金	University or University Foundation	Education	Corporation	Cash	N	http://www.usx.edu.cn/info/1011/7935.htm			
Private	万丰奥特控股集团有限公司	Manufacturing	90	20	10	7	8	10	Zhejiang	Shaoxing	Zhejiang	Shaoxing		绍兴市政府	五水共治	Government	Disaster Relief	Corporation	Cash	N	http://biz.zjol.com.cn/system/2016/07/08/021218510.shtml	http://www.wfjt.com/responsibility.php#		
Private	万达集团	Real Estate	90	20	10	7	20	0	Beijing	Beijing	Shandong	Qingdao		青岛市教育发展基金会	此笔资金主要用于青岛市实验小学（原江苏路小学）开发区分校、青岛实验初级中学（原育才中学）开发区分校的建设	Government Charitable Organization	Education	Corporation	Cash	N	http://www.wanda.cn/2016/2016latest_0722/33380.html	http://www.qdedu.gov.cn/qdedu/175/160722052138165460.html		
Private	万达集团	Real Estate	90	20	10	2	2	0	Beijing	Beijing	Liaoning	Dalian		大连慈善总会	拨付600万元用于善情暖万家活动，用于大连市11个区市县城乡特困、重病、重灾、重残人员、低收入家庭等特殊困难群体，市内四区困难义工以及义工帮扶对象，市妇联系统确定的特困母亲，市侨办确定的困难归侨侨眷，对口帮扶的瓦房店市太阳办事处王店村，对口帮扶朝阳市；400万元分别用于市慈善总会紧急救援、农民工援助和慈善事业发展。另外，现场还向我市20名家庭困难义工代表、10名特困母亲代表发放救助款。	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://dalian.runsky.com/2016-02/03/content_5443172.htm	http://ccn.people.com.cn/n1/2016/0202/c366510-28105020.html		
Private	上海国利汽车真皮饰件有限公司	Manufacturing	90	20	20	3		0	Shanghai	Shanghai	Beijing	Beijing		中国文学艺术基金会		Non-Government Foundation	Unspecified	Corporation	Cash	N	http://www.claf.cn/Info/jzb/jzb2016/201704/t20170419_362005.html			
Private	中基恒润国际控股有限公司	Healthcare	90	20	20	5	22	20	Guangdong	Shenzhen	Guangdong	Guangzhou		广东省夕阳红慈善基金会	万人公益义诊	Non-Government Foundation	Public Health	Corporation	Cash	N	http://www.zj-h.com/newsxq.html?id=596			
Private	公牛集团	Manufacturing	90	20	20	9	9	0	Zhejiang	Cixi	Hubei	Wuhan	Wuhan Univeristy	武汉大学	武汉大学阮立平教育基金	University or University Foundation	Education	Corporation	Cash	N	http://news.whu.edu.cn/info/1002/46707.htm	http://edf.whu.edu.cn/xwdt/jjhdt/2016-09-14/474.html	http://www.zjcixi.lm.gov.cn/cat/cat19/con_19_3162.html	
Private	北京西海龙湖置业有限公司	Real Estate	90	20	20	10	14	0	Beijing	Beijing	Tianjin	Tianjin		南开大学教育基金会	周海冰、侯莹智德基金	University or University Foundation	Education	Corporation	Cash	N	http://nkuef.nankai.edu.cn/Home/Donation/index/p/5.html			
Private	北大后E促进会（世创伟业教育科技北京有限公司）	Education	90	20	20	12	4	20	Beijing	Beijing	Beijing	Beijing		北京爱尔公益基金会	爱尔脑瘫儿童救助项目	Non-Government Foundation	Public Health	Corporation	Cash	N	http://gongyi.cnr.cn/news/20161205/t20161205_523305356.shtml			
Private	奥马电器股份有限公司	Manufacturing	90	20	20	7	30	0	Guangdong	Zhongshan	Xinjiang	Kashi		麦盖提县人民政府	扶贫教育	Government	Unspecified	Corporation	Cash	N	http://news.iyaxin.com/content/2016-07/31/content_10107453.htm			
Private	宜昌兴发集团有限责任公司	Manufacturing	90	20	20	1	28	20	Hubei	Yichang	Hubei	Wuhan	Hubei Charity Federation	湖北省慈善总会	精准扶贫专项基金 湖北省2016年“慈善之夜”	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://news.cnhubei.com/xw/sh/201601/t3529895.shtml	http://news.ifeng.com/a/20160129/47283568_0.shtml	http://news.xinhuanet.com/local/2016-01/29/c_128682210.htm	
Private	广东腾越建筑工程有限公司	Construction and Civil Engineering	90	20	10	10	31	10	Guangdong	Foshan	Guangdong	Guangzhou		广东省扶贫基金会		Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.gdfpjjh.org.cn/next/JzrmdFile.jsp			
Private	广东腾越建筑工程有限公司	Construction and Civil Engineering	90	20	10	1	25	10	Guangdong	Foshan	Guangdong	Guangzhou		广东省扶贫基金会		Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.gdfpjjh.org.cn/next/JzrmdFile.jsp			
Private	德展金投集团有限公司	Finance	90	20	20	7	30	0	Beijing	Beijing	Xinjiang	Kashi		麦盖提县人民政府	扶贫教育	Government	Unspecified	Corporation	Cash	N	http://news.iyaxin.com/content/2016-07/31/content_10107453.htm			
Private	武汉天龙投资集团有限公司	Finance	90	20	20	12	15	20	Hubei	Wuhan	Hubei	Wuhan		华中科技大学教育基金会		University or University Foundation	Education	Corporation	Cash	N	http://edf.hust.edu.cn/info/1031/1053.htm			
Private	武汉当代科技产业集团股份有限公司	Finance	90	20	20	1	28	20	Hubei	Wuhan	Hubei	Wuhan	Hubei Charity Federation	湖北省慈善总会	精准扶贫专项基金 湖北省2016年“慈善之夜”	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://news.cnhubei.com/xw/sh/201601/t3529895.shtml	http://news.ifeng.com/a/20160129/47283568_0.shtml	http://news.xinhuanet.com/local/2016-01/29/c_128682210.htm	
Private	浙江馥莉慈善基金会	Consumer	90	20	20			20	Zhejiang	Hangzhou	Zhejiang	Hangzhou		浙江大学教育基金会	馥莉食品研究院留本基金	University or University Foundation	Education	Corporate Foundation	Cash	N	http://www.zuef.zju.edu.cn/index.php/webSite/webColumn/index/12.html			
Private	深圳前海龙骏家园养老产业发展有限公司	Service	90	20	10	6	3	0	Guangdong	Shenzhen	Beijing	Beijing		中社社会工作发展基金会		Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.zsswdf.org/content/1079			
Private	深圳前海龙骏家园养老产业发展有限公司	Service	90	20	10	6	3	0	Guangdong	Shenzhen	Beijing	Beijing		中社社会工作发展基金会		Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.zsswdf.org/content/1079			
Private	江苏爱康实业集团有限公司	Manufacturing	90	20	20	6	6	0	Jiangsu	Zhangjiagang	Hunan	Changsha		湖南大学	湖南大学爱康教育基金”，支持母校教学科研及学科发展；激励优秀学子勤于钻研，立志成才；鼓励教师爱岗敬业，潜心教学科研工作；支持引进高层次人才；促进爱康与湖大青年的交流互动。	University or University Foundation	Education	Corporation	Cash	N	http://www.sohu.com/a/81379829_362056			
Private	重庆市金科骏耀房地产开发有限公司	Real Estate	90	20	10	6	13	10	Chongqing	Chongqing	Chongqing	Chongqing		重庆市慈善总会	用于石柱精准扶贫	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.cqcszh.com/?Open/Love/2169.html			
Private	重庆市金科骏耀房地产开发有限公司	Real Estate	90	20	10	5	16	10	Chongqing	Chongqing	Chongqing	Chongqing		重庆市慈善总会	用于精准扶贫	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.cqcszh.com/?Open/Love/2099.html			
Private	鑫鼎集团	Real Estate	90	20	10	9	5	10	Hubei	Yichang	Hubei	Yichang		宜昌市慈善总会	“大爱宜昌”慈善晚会	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.ycmzj.gov.cn/content-39801-970312-1.html	http://weibo.com/ttarticle/p/show?id=2309351000694016666005643879		
Private	鑫鼎集团	Real Estate	90	20	10	1	28	10	Hubei	Yichang	Hubei	Wuhan	Hubei Charity Federation	湖北省慈善总会	精准扶贫专项基金 湖北省2016年“慈善之夜”	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://news.cnhubei.com/xw/sh/201601/t3529895.shtml	http://news.ifeng.com/a/20160129/47283568_0.shtml	http://news.xinhuanet.com/local/2016-01/29/c_128682210.htm	
Private	陕西天阜科技有限公司	Internet and Communication Technology	90	20	20	3	25	20	Shaanxi	Xi'an	Shaanxi	Xi'an		西安交通大学教育基金会	支持西安交大教育事业发展及双甲子校庆活动	University or University Foundation	Education	Corporation	Cash	N	http://www.ef.xjtu.edu.cn/info/1002/1530.htm			
Private	浙江存济医疗教育基金	Healthcare	90	20	20	2	26	0	Zhejiang		Beijing	Beijing		中国科学院大学	支持大学建设	University or University Foundation	Education	Corporate Foundation	Cash	N	http://www.ucasef.org/index.php/zh-CN/djgz/zxjz/10639-2016-03-18-08-01-47			
Individual	周亚辉	Internet and Communication Technology	90	20	20			20	Beijing	Beijing	Beijing	Beijing		清华大学	设立留本基金	University or University Foundation	Education	Individual	Cash	N	http://www.tsinghua.edu.cn/publish/thunews/10319/2016/20160501195517082851860/20160501195517082851860_.html			
Individual	严介和	Construction and Civil Engineering	90	20	20	7	9	20	Jiangsu		Jiangsu	Huaian		淮安市南闸中学	建体育场和宿舍楼	School	Education	Individual	Cash	N	http://www.jssports.gov.cn/art/2016/7/12/art_290_97589.html			
Individual	吴敏文	Finance	90	20	20	9	20	0	Beijing	Beijing	Hunan	Changsha	Hunan University	湖南大学	湖南大学盛世景金融发展基金	University or University Foundation	Education	Individual	Cash	N	http://news.hnu.edu.cn/xydt/2016-09-26/12859.html	http://www.sohu.com/a/114807547_407279		
Individual	孙飘扬	Healthcare	90	20	20	10	22	20	Jiangsu	Lianyungang	Jiangsu	Nanjing	China Pharmaceutical University	中国药科大学	恒瑞医药—中国药科大学”联合实验室	University or University Foundation	Education	Individual	Cash	N	http://news.eastday.com/eastday/13news/auto/news/csj/20161023/u7ai6138809.html	http://www.sohu.com/a/116890721_407319		
Individual	林建欣	Finance	90	20	20	11	28	20	Beijing	Beijing	Beijing	Beijing		中华同心温暖工程基金会	“国际职业教育基金”	Non-Government Foundation	Education	Individual	Cash	N	http://www.sqjt.com.cn/show/?id=109&page=1&siteid=1	http://fj.sina.com.cn/minshang/tttj/2016-12-01/165934636.html		
Individual	金肖甬	Healthcare	90	20	20	4	20	0	Zhejiang	Hangzhou	Jiangsu	Nanjing		中国药科大学		University or University Foundation	Education	Individual	Cash	N	http://news.cpu.edu.cn/21/2c/c253a8492/page.htm			
Individual	蒋仁生	Healthcare	90	20	10	10	24	10	Chongqing	Chongqing	Chongqing	Chongqing		重庆市慈善总会	文化体育环保卫生等公益活动	Government Charitable Organization	Social Welfare & Poverty Alleviation	Individual	Cash	N	http://www.cqcszh.com/?Open/Love/2423.html			
Individual	蒋仁生	Healthcare	90	20	10	5	16	10	Chongqing	Chongqing	Chongqing	Chongqing		重庆市慈善总会	用于桂林医学院图书馆建设	Government Charitable Organization	Education	Individual	Cash	N	http://www.cqcszh.com/?Open/Love/2099.html			
Individual	郭跃进	Entertainment	90	20	20	12	6	20	Fujian	Xiamen	Fujian	Xiamen		厦门大学教育发展基金会	建设“厦门大学细胞应激生物学国家重点实验室”暨“细胞信号网络协同创新中心”大楼	University or University Foundation	Education	Individual	Cash	N	http://edf.xmu.edu.cn/Donate			
Individual	王志远	Manufacturing	90	20	20	11	23	0	Guangdong	Shenzhen	Beijing	Beijing		北京外国语大学	支持本科教学及国际交流合作事宜	University or University Foundation	Education	Individual	Cash	N	http://news.bfsu.edu.cn/archives/257988			
Individual	陈劲松	Real Estate	90	20	20			0	Guangdong	Shenzhen	Shanghai	Shanghai		上海同济大学教育基金会	设立“同济大学世联行基金”，用于支持同济大学上海国际设计创新学院的建设发展及同济大学赛艇运动的建设发展。	University or University Foundation	Education	Individual	Cash	N	http://www.tongjiren.org/cms/xyhxw/139521.html			
